,Unnamed: 0,Voltage Set,Current Set,Voltage Measured,Current Measured,key,Voltage Absolute Error,Voltage Percentage Error (%),Current Absolute Error,Current Percentage Error(%),Upper Error Boundary,Lower Error Boundary,Condition ?
96,96,8.5,1.5,8.49864727,1.5,2,0.0013527300000006,0.0159144705882434,0.0,0.0,0.15212499999999998,-0.15212499999999998,False
97,97,9.0,1.5,8.99862279,1.5,2,0.0013772099999993,0.0153023333333261,0.0,0.0,0.15225,-0.15225,False
98,98,9.5,1.5,9.49799393,1.5,2,0.0020060700000001,0.0211165263157915,0.0,0.0,0.15237499999999998,-0.15237499999999998,False
99,99,10.0,1.5,9.99836026,1.5,2,0.0016397399999998,0.0163973999999988,0.0,0.0,0.1525,-0.1525,False
100,100,10.5,1.5,10.4980714,1.5,2,0.0019285999999993,0.0183676190476132,0.0,0.0,0.15262499999999998,-0.15262499999999998,False
101,101,11.0,1.5,10.9980398,1.5,2,0.0019601999999991,0.0178199999999926,0.0,0.0,0.15275,-0.15275,False
102,102,11.5,1.5,11.498835,1.5,2,0.0011650000000003,0.0101304347826113,0.0,0.0,0.15287499999999998,-0.15287499999999998,False
103,103,12.0,1.5,11.9993396,1.5,2,0.0006603999999992,0.0055033333333269,0.0,0.0,0.153,-0.153,False
104,104,12.5,1.5,12.492976,1.5,2,0.0070239999999994,0.0561919999999958,0.0,0.0,0.15312499999999998,-0.15312499999999998,False
105,105,13.0,1.5,12.9921111,1.5,2,0.0078888999999993,0.0606838461538408,0.0,0.0,0.15325,-0.15325,False
106,106,13.5,1.5,13.4880765,1.5,2,0.0119234999999999,0.088322222222222,0.0,0.0,0.15337499999999998,-0.15337499999999998,False
107,107,14.0,1.5,13.9821735,1.5,2,0.0178264999999999,0.1273321428571426,0.0,0.0,0.1535,-0.1535,False
108,108,14.5,1.5,14.4920365,1.5,2,0.0079635000000006,0.054920689655177,0.0,0.0,0.15362499999999998,-0.15362499999999998,False
109,109,15.0,1.5,14.9823148,1.5,2,0.0176852000000007,0.1179013333333382,0.0,0.0,0.15375,-0.15375,False
110,110,15.5,1.5,15.4907363,1.5,2,0.0092636999999999,0.0597658064516128,0.0,0.0,0.15387499999999998,-0.15387499999999998,False
111,111,16.0,1.5,15.9915812,1.5,2,0.0084187999999993,0.0526174999999962,0.0,0.0,0.154,-0.154,False
112,112,16.5,1.5,16.4930139,1.5,2,0.0069860999999988,0.0423399999999932,0.0,0.0,0.15412499999999998,-0.15412499999999998,False
113,113,17.0,1.5,16.9927116,1.5,2,0.0072884000000001,0.0428729411764717,0.0,0.0,0.15425,-0.15425,False
114,114,17.5,1.5,17.4903557,1.5,2,0.0096443000000014,0.0551102857142942,0.0,0.0,0.15437499999999998,-0.15437499999999998,False
115,115,18.0,1.5,17.9929689,1.5,2,0.0070310999999989,0.0390616666666608,0.0,0.0,0.1545,-0.1545,False
116,116,18.5,1.5,18.4905266,1.5,2,0.0094734000000009,0.0512075675675727,0.0,0.0,0.15462499999999998,-0.15462499999999998,False
117,117,19.0,1.5,18.9895923,1.5,2,0.0104076999999982,0.0547773684210433,0.0,0.0,0.15475,-0.15475,False
118,118,19.5,1.5,19.4911969,1.5,2,0.0088031000000015,0.0451441025641102,0.0,0.0,0.15487499999999998,-0.15487499999999998,False
119,119,20.0,1.5,19.9884492,1.5,2,0.0115507999999984,0.057753999999992,0.0,0.0,0.155,-0.155,False
120,120,0.5,1.75,0.499375928,1.75,3,0.0006240719999999,0.1248143999999951,0.0,0.0,0.15012499999999998,-0.15012499999999998,False
121,121,1.0,1.75,0.998957201,1.75,3,0.001042799,0.1042799000000038,0.0,0.0,0.15025,-0.15025,False
122,122,1.5,1.75,1.49810271,1.75,3,0.00189729,0.1264860000000034,0.0,0.0,0.15037499999999998,-0.15037499999999998,False
123,123,2.0,1.75,1.99847079,1.75,3,0.0015292099999999,0.0764604999999973,0.0,0.0,0.1505,-0.1505,False
